timestamp,ssid,bssid,level,frequency
1780237783559,NCKUEE-WiFi,1c:d1:e0:cb:09:8e,-95,5180
1780237783559,SSCAS,10:7c:61:db:e2:28,-70,2437
1780237783559,lab5895tuf,36:c5:99:6a:df:29,-85,5280
1780237783559,SSCAS_HS,e8:9c:25:89:c2:28,-65,2457
1780237783559,ITlab,80:80:2c:38:21:98,-85,5540
1780237783559,SSCAS_HS,e8:9c:25:89:c2:2c,-71,5805
1780237783559,wanglab,f0:2f:74:c7:d5:4c,-76,5805
1780237783559,IDBA_BigRoom_5G-1,92:28:aa:80:a3:9d,-77,5260
1780237783559,Xiaomi_2286,50:64:2b:c8:22:87,-66,2447
1780237783559,SSCAS,12:7c:61:db:e2:28,-77,5745
1780237783559,MCSLab RTT AP1,24:29:34:e2:4c:36,-45,5180
1780237783559,,1c:d1:e0:cc:b5:29,-84,5320
1780237783559,NCKU-WiFi(2.4G),1c:d1:e0:cc:b5:28,-67,2412
1780237783559,NCKUEE-Guest,1c:d1:e0:cc:b5:23,-67,2412
1780237783559,DIRECT-IULAPTOP-8IGHB45DXMQn,a2:e7:0b:5e:29:0f,-93,5200
1780237783559,NCKUEE-WiFi,1c:d1:e0:cc:b5:21,-68,2412
1780237783559,eduroam,1c:d1:e0:cc:b5:20,-70,2412
1780237783559,PTlab92791_5G,74:da:88:35:3f:16,-90,5200
1780237783559,IDBA_BigRoom_5G-2,b2:28:aa:80:a3:a1,-83,5500
1780237783559,,30:c5:99:6a:df:29,-86,5280
1780237783559,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-49,5745
1780237783559,CatsLab-6F,54:af:97:89:9c:b2,-78,5785
1780237783559,,cc:28:aa:80:a3:9c,-76,5260
1780237783559,MCSLab RTT AP3,e4:5e:1b:a0:5e:82,-53,2412
1780237783559,,1c:d1:e0:ce:60:e6,-91,2462
1780237783559,MCSLAB_2.4G,50:64:2b:9c:86:f1,-39,2412
1780237783559,MCSLAB_5G,50:64:2b:9c:86:f2,-41,5785
1780237783559,PHY,40:86:cb:d8:48:50,-64,5200
1780237783559,NCKUEE-WiFi,1c:d1:e0:cc:b5:2e,-84,5320
1780237783559,eduroam,1c:d1:e0:cc:b5:2f,-84,5320
1780237783559,NCKUEE-Guest,1c:d1:e0:cc:b5:2c,-84,5320
1780237783559,NCKU-WiFi(5G),1c:d1:e0:cc:b5:2a,-84,5320
1780237783559,,1c:d1:e0:cc:b5:2b,-83,5320
1780237783559,MCSLab RTT AP3,b0:e4:d5:88:16:8a,-32,2462
1780237783559,5928,a4:2b:b0:cb:c8:fc,-88,2447
1780237783559,,cc:28:aa:80:a3:a0,-83,5500
1780237783559,idba_asus,c8:7f:54:74:1d:58,-58,2427
1780237783559,SmileLab92583,08:62:66:40:be:54,-79,5745
1780237783559,DynMoLab_5G,32:c5:99:37:53:18,-82,5240
1780237792842,MCSLab RTT AP3,b0:e4:d5:88:16:86,-40,5745
1780237792842,IDBA_WIFI_Black8_5G,b4:b0:24:71:a3:7a,-86,5765
1780237792842,CAVLAB3,64:29:43:02:e2:95,-85,5200
1780237792842,,64:29:43:02:e2:96,-84,5200
1780237792842,SSCAS_HS,e8:9c:25:89:c2:2c,-72,5805
1780237792842,wanglab,f0:2f:74:c7:d5:4c,-78,5805
1780237792842,IDBA_BigRoom_5G-1,92:28:aa:80:a3:9d,-80,5260
1780237792842,Xiaomi_2286,50:64:2b:c8:22:87,-64,2447
1780237792842,MCSLab RTT AP1,24:29:34:e2:4c:36,-46,5180
1780237792842,,1c:d1:e0:cc:b5:29,-92,5320
1780237792842,NCKUEE-Guest,1c:d1:e0:cc:b5:23,-74,2412
1780237792842,,1c:d1:e0:cc:b5:24,-71,2412
1780237792842,NCKUEE-WiFi,1c:d1:e0:cc:b5:21,-77,2412
1780237792842,eduroam,1c:d1:e0:cc:b5:20,-78,2412
1780237792842,,14:84:73:45:16:66,-95,2462
1780237792842,IDBA_BigRoom_5G-2,b2:28:aa:80:a3:a1,-79,5500
1780237792842,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-45,5745
1780237792842,,cc:28:aa:80:a3:9c,-80,5260
1780237792842,MCSLab RTT AP3,e4:5e:1b:a0:5e:82,-53,2412
1780237792842,MCSLAB_2.4G,50:64:2b:9c:86:f1,-36,2412
1780237792842,MCSLAB_5G,50:64:2b:9c:86:f2,-37,5785
1780237792842,CPE5G_5G157,00:1f:05:0a:b4:23,-84,5785
1780237792842,PHY,40:86:cb:d8:48:50,-71,5200
1780237792842,NCKUEE-WiFi,1c:d1:e0:cc:b5:2e,-90,5320
1780237792842,MCSLab RTT AP1,24:29:34:e2:4c:3a,-41,2462
1780237792842,eduroam,1c:d1:e0:cc:b5:2f,-90,5320
1780237792842,NCKUEE-Guest,1c:d1:e0:cc:b5:2c,-91,5320
1780237792842,NCKU-WiFi(5G),1c:d1:e0:cc:b5:2a,-91,5320
1780237792842,,1c:d1:e0:cc:b5:2b,-90,5320
1780237792842,eduroam,ec:01:d5:a4:27:6f,-94,5660
1780237792842,MCSLab RTT AP3,b0:e4:d5:88:16:8a,-32,2462
1780237792842,,cc:28:aa:80:a3:a0,-79,5500
1780237792842,idba_asus,c8:7f:54:74:1d:58,-57,2427
1780237792842,SmileLab92583,08:62:66:40:be:54,-71,5745
1780237792842,NETGEAR74-5G,6c:cd:d6:ef:6b:32,-83,5220
